show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,"Salman Khan, Sushmita Sen, Sohail Khan, Katrina Kaif, Arshad Warsi, Isha Koppikar, Rajpal Yadav, Beena Kak",India,"December 31, 2019",2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals","Después de mentirle a su novia, el cirujano ortopédico Samir debe invocar una esposa falsa en esta comedia musical."
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Pervin Dastur, Mohnish Bahl",India,"January 1, 2018",1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals","Cuando el hijo de un rico hombre de negocios y la hija de un ingeniero en apuros se enamoran, los padres del joven cuestionan los motivos de la niña."
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant, Vijay Nikam, Satish Alekar, Mangal Kenkre, Kamlesh Sawant, Seema Deshmukh",India,"November 15, 2018",2017,TV-PG,132 min,"Dramas, International Movies","Con su relación en piloto automático, un marido y una mujer descontentos deben enfrentar sus problemas mientras están de viaje con la familia extendida."
s7390,Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",United States,"February 1, 2019",2018,TV-MA,91 min,Horror Movies,"Después de recibir un extraño regalo, un profesor y su esposa embarazada se ven acosados ​​por la tragedia y una presencia paranormal que está decidida a matar."
s7391,Movie,Man of Tai Chi,Keanu Reeves,"Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais","United States, China, Hong Kong","July 26, 2018",2013,R,105 min,"Action & Adventure, Dramas","En esta historia de kung fu ambientada en Beijing, un joven armado con incomparables habilidades en artes marciales se ve envuelto en el mundo de los clubes de lucha clandestinos."
s7392,Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","United Kingdom, France","September 4, 2018",2015,R,88 min,"Comedies, International Movies, Romantic Movies","Una mujer soltera aprovecha una oportunidad cuando, mientras está parada debajo del reloj de una estación de tren, conoce a un extraño que la confunde con su cita a ciegas."
s7393,TV Show,Man vs Wild with Sunny Leone,,"Bear Grylls, Sunny Leone",,"December 1, 2018",2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",Las aventuras de Bear Grylls adquieren un giro único cuando la estrella de Bollywood Sunny Leone presenta el programa famoso por revelar las habilidades de supervivencia de Bear en la naturaleza.
s7394,Movie,Mandi,Shyam Benegal,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Mazumdar, Neena Gupta",India,"January 1, 2020",1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies","El amor prohibido, las lealtades desgastadas y la hipocresía flagrante emergen cuando políticos mojigatos expulsan un burdel de señoras del corazón de Hyderabad."
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","Con la ayuda de un psiquiatra, un aclamado cineasta lucha por aceptar un misterioso trauma romántico."
s7396,Movie,Manglehorn,David Gordon Green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",United States,"April 16, 2017",2014,PG-13,97 min,"Dramas, Independent Movies",Un cerrajero solitario de un pequeño pueblo que no puede dejar de escribir cartas a un amor perdido conoce a un amable cajero de banco que lo desafía a mirar hacia el futuro.
s7397,Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",United States,"March 15, 2018",2016,TV-14,92 min,"Dramas, Independent Movies","Preocupado porque la demencia pronto le robará sus recuerdos más preciados, un médico hindú contrata a un conductor de rickshaw mulsim para que lo lleve a la casa de su infancia."
s7398,Movie,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",United States,"September 8, 2017",2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",Un cineasta que trabaja en un documental sobre el amor en el Manhattan moderno se ve envuelto personalmente en la vida romántica de sus sujetos.
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",United Kingdom,"January 15, 2018",2017,TV-MA,89 min,"Documentaries, International Movies","Mientras el legendario diseñador de calzado Manolo Blahnik habla sobre su proceso creativo, sus admiradores famosos intervienen con sus propias opiniones sobre su trabajo."
s7400,Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",United Kingdom,"January 1, 2020",1999,PG-13,112 min,"Comedies, Dramas, International Movies","Una heroína pobre es enviada a vivir con parientes ricos en la Inglaterra del siglo XIX, donde su ingenio y talento para escribir encuentran el espacio y las circunstancias para crecer."
s7401,Movie,Mantostaan,Rahat Kazmi,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal, Aaditya Pratap Singh, Rahat Kazmi, Raina Bassnet, Sakshi Bhat",India,"December 15, 2017",2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",Cuatro historias del escritor Sadaat Hasan Manto culminan en un único y espantoso drama ambientado durante la partición del subcontinente indio.
s7402,Movie,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Pandit, Adil Hussain, Rohan Joshi, Yuri Suri, Maya Krishna Rao",India,"December 15, 2017",2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",El propietario de un negocio indio lucha por mantener su empresa a flote en medio de la competencia global mientras intenta recuperar el tiempo perdido con su familia.
s7403,Movie,Mara,Clive Tonge,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner, Mackenzie Imsand, Dandy Barrett, Craig Conway, Melissa Bolona",United Kingdom,"January 5, 2019",2017,TV-MA,99 min,"Horror Movies, Thrillers","Cuando la psicóloga criminal Kate Fuller investiga a un hombre que aparentemente fue asesinado mientras dormía por su esposa, descubre un caso como ningún otro..."
s7404,Movie,Marauders,Steven C. Miller,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance","Canada, United States","December 1, 2020",2016,R,107 min,Action & Adventure,Una serie de robos de alto riesgo en bancos propiedad de un millonario manipulador hacen que un agente del FBI sospeche de un plan siniestro detrás de los atracos mortales.
s7405,TV Show,Marching Orders,,,United States,"August 3, 2018",2018,TV-14,1 Season,Docuseries,"Los miembros de una banda de música universitaria de primer nivel luchan por mantener sus lugares, memorizar rutinas, atender su vida social y acabar con la competencia."
s7406,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",,"May 1, 2016",2016,TV-14,29 min,Movies,"Mark Gatiss, quien co-creó “Sherlock” e interpreta a Mycroft Holmes, habla sobre el programa con Benedict Cumberbatch, Martin Freeman y otros miembros del elenco."
s7407,TV Show,Maron,,"Marc Maron, Judd Hirsch, Josh Brener, Nora Zehetner, Andy Kindler",United States,,2016,TV-MA,4 Seasons,TV Comedies,"Marc Maron interpreta a Marc Maron, quien entrevista a otros comediantes para su popular podcast, solo para revelar más sobre sus propias neurosis y relaciones."
s7408,Movie,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",India,"February 1, 2017",2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies","Cuando su esposa desaparece, el profesor universitario Saurabh permanece en casa mientras la policía investiga, pero su control de la realidad se afloja a medida que pasan los días."
s7409,TV Show,Married at First Sight,,"Viviana Coles, Calvin Roberson, Pepper Schwartz",United States,"April 13, 2020",2019,TV-14,1 Season,"Reality TV, Romantic TV Shows","Organizado por expertos, cuatro parejas se encuentran por primera vez en el altar y ponen a prueba su compatibilidad después de la boda."
s7410,TV Show,Mars,Everardo Gout,"Jihae, Alberto Ammann, Clémentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",United States," November 1, 2019",2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",La realidad se encuentra con la ficción en este docudrama que narra el viaje de la tripulación de una nave espacial que se embarca en 2033 en una misión para colonizar el planeta rojo.
s7411,Movie,Martial Arts of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang","Hong Kong, China","August 16, 2018",1986,R,90 min,"Action & Adventure, International Movies","En la antigua China, Zhi Ming entrena en el legendario templo Shaolin del Norte para vengar la muerte de su padre a manos de un magistrado infame."
s7412,Movie,Martin Lawrence Live: Runteldat,David Raynr,Martin Lawrence,United States,"December 1, 2019",2002,R,104 min,Stand-Up Comedy,"Esta provocativa película arroja luz sobre las raíces del actor y comediante Martin Lawrence, su ascenso a la fama y su camino por el lado salvaje."
s7413,Movie,Martin Luther: The Idea that Changed the World,David Batty,Hugh Bonneville,United States,"January 1, 2018",2017,TV-PG,55 min,"Documentaries, Faith & Spirituality","Este docudrama cuenta la dramática historia del monje que se enfrentó a la Iglesia católica, rastreando su vida antes y después de las polémicas ""95 tesis""."
s7414,Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,,India,"March 15, 2018",2016,TV-14,83 min,"Documentaries, International Movies",Este documental revela las fallas en la ley contra la dote de la India y da voz a mujeres y hombres que han sido víctimas de quienes abusan de la ley.
s7415,Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,"Manny Pacquiao, Michael Smith, Tony Hawk, Esther Howard, Alex Morgan, Danica Patrick, Russell Wilson, Carmelo Anthony, Dwight Howard, Joe Quesada, Albert Pujols, Brandi Chastain, Cal Ripken Jr.",,"March 15, 2015",2014,TV-PG,77 min,"Documentaries, Sports Movies","Este documental explora las conexiones entre los deportistas de élite y los superhéroes de Marvel como Spider Man, Black Widow y el Capitán América."
s7416,Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski","Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",United States,"February 16, 2014",2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy","Cuando los científicos unen la energía gamma de Hulk con el Arc Reactor de Tony Stark, la fuerza resultante crea un enemigo que sólo los dos héroes de Marvel pueden combatir."
s7417,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,"Ruby Barnhill, Kate Winslet, Jim Broadbent, Ewen Bremner, Lynda Baron, Louis Ashbourne Serkis, Morwenna Banks, Teresa Gallagher, Rasmus Hardiker",Japan,"July 17, 2018",2017,PG,103 min,"Anime Features, Children & Family Movies","Mary, una chica común y corriente, recoge una flor extraordinaria y viaja al Endor College, una escuela de magia. Pero sus principales maestros tienen un plan siniestro..."
s7418,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom","July 9, 2019",2018,PG,131 min,"Children & Family Movies, Music & Musicals","En el Londres de los años 30, Michael Banks y sus tres hijos reciben ayuda para cambiar su mundo patas arriba cuando reaparece la mágica niñera de su infancia."
s7419,TV Show,Mary Portas: Secret Shopper,,Mary Portas,United Kingdom,"July 26, 2019",2016,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",La consultora minorista Mary Portas colabora con las tiendas más reclamadas de Gran Bretaña para ayudarlas a atender mejor a los clientes hartos.
s7420,Movie,Masoom,Shekhar Kapur,"Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey, Jugal Hansraj, Urmila Matondkar, Aradhana Srivastav, Tanuja, Supriya Pathak",India,"December 31, 2019",1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",La alegre vida familiar de un amoroso esposo y padre se ve sacudida hasta sus cimientos al descubrir que tiene un hijo pequeño nacido de una relación extramatrimonial pasada.
s7421,Movie,Master,Ui-seok Jo,"Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won",South Korea,"February 1, 2018",2016,NR,143 min,"Action & Adventure, International Movies","Necesitando pruebas contundentes para condenar al presidente de una empresa por fraude, un investigador negocia con el experto en tecnología de la empresa para entregarle el libro de contabilidad de su jefe."
s7422,Movie,Mater,Pablo D'Alo Abba,"Lautaro Perotti, Tamara Kiper, Inda Lavalle, Miriam Odorico, Araceli Dvoskin, Gonzalo Ruiz, Patricio Aranguren, Marina Bellati, Luciana Fuks, Martin Slipak",Argentina,"August 1, 2018",2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies","Un hombre soltero de unos 30 años, abrumado por su dominante madre, conoce a una pareja de lesbianas dispuesta a hacer todo lo posible para tener un hijo."
s7423,Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale","Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar",India,"February 15, 2018",2006,TV-14,132 min,"Comedies, Dramas, International Movies",Una madre celosa y posesiva cree que está compitiendo con su nueva nuera por el afecto de su hijo mimado en exceso.
s7424,Movie,Max Rose,Daniel Noah,"Jerry Lewis, Kerry Bishé, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",United States,"January 15, 2017",2013,TV-14,84 min,"Dramas, Independent Movies",Un anciano músico de jazz descubre después de la muerte de su esposa que ella pudo haberle sido infiel décadas antes.
s7425,Movie,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",Hong Kong,"August 26, 2018",2014,TV-MA,99 min,"Dramas, International Movies","Una aplicación de mensajería une a una prostituta muda, una chica rica rebelde y una joven tormentosa, tres adolescentes de Hong Kong que viven en el dolor y el exceso."
s7426,Movie,May You Prosper,"Hassan Hegazy, Shady Ali","Ahmed Rizk, Bosy, Bayoumi Fouad, Mahmoud Ellithy, Hayatem, Hesham Ismail, Tamer Shaltout, Alaa Morsy",Egypt,"July 20, 2019",2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals",La incapacidad de un hombre para vencer sus inseguridades personales y su desconfianza hacia otras personas le lleva a tener problemas con su esposa intermitente y su hijo.
s7427,Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack","Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",United States,"May 1, 2017",2016,TV-PG,114 min,Documentaries,"La poeta y activista de derechos civiles Maya Angelou es homenajeada usando sus propias palabras, plasmadas en raras fotografías y videos que ilustran su extraordinaria vida."
s7428,Movie,Maynard,Samuel D. Pollard,,United States,"September 2, 2018",2017,TV-PG,100 min,Documentaries,"Amigos, familiares y titanes políticos recuerdan el impacto de Maynard Jackson de Atlanta, el primer alcalde afroamericano de una importante ciudad del sur."
s7429,Movie,Maza Pati Karodpati,Sachin,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",India,"January 1, 2018",1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",Una niña huérfana que tiene la ambición de casarse con un hombre rico cambia su identidad para ganarse el corazón del hijo de un destacado hombre de negocios.
s7430,Movie,Me and the Alien,Jesús Magaña Vázquez,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",Mexico,"February 14, 2017",2016,TV-MA,83 min,"Comedies, Dramas, International Movies","Con la esperanza de mejorar su sonido, una banda de punk contrata a Pepe, un teclista con síndrome de Down, pero las tensiones estallan cuando él se roba el espectáculo con su talento."
s7431,Movie,Mean Dreams,Nathan Morlando,"Bill Paxton, Sophie Nélisse, Josh Wiggins, Colm Feore, Vickie Papavs, Joe Cobden, Ryan Blakely, George Buza",Canada,"July 1, 2019",2016,R,105 min,"Dramas, Independent Movies, Thrillers","Desesperado por comenzar una nueva vida con su novia, un adolescente le roba dinero de la droga a su padre, quien resulta ser el policía corrupto de la ciudad."
s7432,Movie,Mean Streets,Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli",United States,"July 1, 2019",1973,R,112 min,"Classic Movies, Dramas, Independent Movies","En la Pequeña Italia de Nueva York, un matón de bajo nivel lucha con la lealtad a su tío mafioso, su fe y su amistad con un jugador empedernido."
s7433,Movie,Meditation Park,Mina Shum,"Cheng Pei-pei, Tzi Ma, Sandra Oh, Don McKellar, Zak Santiago, Liane Balaban, Alannah Ong, Lillian Lim, Jemmy Chen",Canada,"March 9, 2018",2017,TV-PG,94 min,Dramas,Una anciana matriarca inmigrante de Hong Kong finalmente comienza a salir de su caparazón de aislamiento cuando sospecha que su marido le es infiel.
s7434,Movie,Medium,Jacek Koprowicz,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista","Poland, West Germany","October 1, 2019",1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers","En la Polonia de los años 30, un poderoso psíquico dirige a un grupo de extraños hacia una convergencia predestinada que garantiza la supervivencia de uno y la aniquilación de otros."
s7435,Movie,Meet the Trumps: From Immigrant to President,"Paul Berczeller, Mark Radice",,United Kingdom,"October 25, 2017",2017,TV-14,48 min,Documentaries,"Conozca la historia familiar de Donald Trump, incluidas las empresas de la fiebre del oro de su abuelo inmigrante y el desarrollo de un imperio inmobiliario por parte de su padre."
s7436,TV Show,Mega Food,,,United Kingdom,"July 12, 2019",2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","Esta serie reality, que visita las cocinas más concurridas del mundo, se centra en la producción de alimentos a gran escala y en las personas que la hacen posible."
s7437,TV Show,MegaTruckers,,,Australia,"July 12, 2019",2012,TV-PG,1 Season,Reality TV,Este recorrido realista ofrece una visión del mundo de los conductores de grandes camiones que transportan enormes cargas de carga a través de Australia.
s7438,Movie,Melle,Binu Ulahhannan,"Amith Chakalakkal, Thanuja Karthik, Joy Mathew, Joju George, Krishna Prabha, Ambika Mohan, P. Balachandran, Illikkett Namboothiri",India,"August 1, 2018",2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies","Tras recuperarse de una trágica experiencia, una joven emprende un viaje a la tierra natal de su padre y se enamora de un médico de buen corazón."
s7439,TV Show,Melodies of Life - Born This Way,,,,"June 21, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Un célebre pastelero y sus compañeros de trabajo en una pastelería se embarcan en agridulces aventuras en el amor, el trabajo y la amistad."
s7440,Movie,Melvin Goes to Dinner,Bob Odenkirk,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen",United States,"July 1, 2018",2003,R,84 min,"Comedies, Dramas, Independent Movies","Cuando Melvin y sus amigos se reúnen para cenar, su conversación informal da un giro brusco cuando comienzan a revelar crudas verdades sobre sí mismos."
s7441,Movie,Memoir of a Murderer,Shin-yeon Won,"Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim",South Korea,"February 19, 2018",2017,TV-MA,118 min,"Dramas, International Movies, Thrillers","Ocultando su propio pasado asesino, un hombre que sufre de Alzheimer debe proteger a su hija de su novio, de quien sospecha que también es un asesino en serie."
s7442,Movie,Memory Games,"Janet Tobias, Claus Wehlisch",,"Germany, United States, Sweden","June 19, 2019",2018,TV-14,86 min,Documentaries,Eche un vistazo al enorme potencial del cerebro para la memorización a través de los ojos de cuatro atletas competitivos de la memoria mientras comparten técnicas y conocimientos.
s7443,Movie,Men in Black,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",United States,"October 19, 2019",1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Un policía callejero se une a un agente veterano del gobierno para trabajar para un equipo súper secreto y extremadamente elegante que monitorea extraterrestres en la Tierra.
s7444,Movie,Men in Black II,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross",United States,"October 1, 2019",2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Will Smith y Tommy Lee Jones repiten sus papeles como dos agentes gubernamentales altamente reservados y no oficiales que se ocupan de todo lo malvado y alienígena.
s7445,Movie,Menorca,John Barnard,"Tammy Gillis, Sheila Campbell, Talia Pura, Dorothy Carroll, Logan Creran, Jason Wishnowski, Aaron Merke, Krystle Snow, Michael O'Sullivan","Canada, Spain","August 27, 2017",2016,TV-MA,81 min,"Dramas, Independent Movies",Una madre hedonista del fútbol emprende un viaje de autodescubrimiento cuando intenta reconectarse con su hijo devolviendo su mascota a una isla del Mediterráneo.
s7446,Movie,Merantau,Gareth Evans,"Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih",Indonesia,"February 13, 2019",2009,R,112 min,"Action & Adventure, Dramas, International Movies","En este trepidante thriller indonesio, un joven maestro de artes marciales viaja a Yakarta, donde salva a un huérfano de una red de tráfico de personas."
s7447,TV Show,Mere Papa Hero Hiralal,,"Sarwar Ahuja, Riva Arora",,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Hiralal Tiwari, un simple conductor de rickshaw en las calles de Lucknow, hace todo lo posible para darle una vida feliz a su hija gravemente enferma."
s7448,TV Show,Merlí,,"Francesc Orella, David Solans, Candela Antón, Albert Baró, Adrian Grösser, Marcos Franz, Pau Poch, Júlia Creus, Carlos Cuevas, Elisabet Casanovas, Iñaki Mur, Pau Durà, Pere Ponce, Mar del Hoyo, Rubén de Eguia, Patrícia Bargalló, Assun Planas, Pep Jové, Anna Maria Barbany, Marta Marco, Jordi Martínez, Victòria Pagès, Marta Domingo, Anna Ycobalzeta, Oriol Pla, Pepa López",Spain,"December 1, 2016",2015,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","Un profesor de filosofía poco convencional de secundaria molesta a algunos padres y al personal, enamora a otros e inspira a todos sus alumnos, incluido su hijo gay."
s7449,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",Nigeria,"September 21, 2019",2018,TV-MA,106 min,"Comedies, International Movies","Cuatro de los solteros más ricos de Abuja, Nigeria, disfrutan de una vida de coches veloces, casas palaciegas y atención femenina mientras ocultan sus verdaderas actividades."
s7450,TV Show,Mexico Diseña,,,United States,"February 1, 2017",2016,TV-PG,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",Jóvenes diseñadores de moda compiten por la oportunidad de convertirse en el próximo gran talento de México compitiendo ante jueces en agotadoras pruebas de creatividad y resistencia.
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,"Sachin Khedekar, Mahesh Manjrekar, Makarand Anaspure, Suchitra Bandekar, Siddharth Jadhav, Priya Bapat, Abhijit Kelkar, Ganesh Yadav, Reema Lagoo, Vidyadhar Joshi",India,"January 1, 2018",2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy","Después de que un hombre descontento culpa a su herencia marathi por su falta de éxito, recibe la visita de Shivaji, un gran rey medieval marathi."
s7452,Movie,MI-5,Bharat Nalluri,"Peter Firth, Kit Harington, Jennifer Ehle, Elyes Gabel, Eleanor Matsuura, Tim McInnerny, Lara Pulver, David Harewood, Tuppence Middleton",United Kingdom,"August 1, 2019",2015,R,105 min,"Action & Adventure, Dramas, International Movies","Cuando un terrorista escapa de la custodia, el director del MI-5, Harry Pearce, se convierte en el chivo expiatorio. Pero el astuto veterano todavía tiene algunos trucos de espionaje bajo la manga."
s7453,Movie,Middle School: The Worst Years of My Life,Steve Carr,"Griffin Gluck, Lauren Graham, Rob Riggle, Thomas Barbusca, Andrew Daly, Adam Pally, Retta, Efren Ramirez, Isabela Moner, Alexa Nisenson, Jacob Hopkins","United States, Cambodia","March 3, 2019",2016,PG,92 min,"Children & Family Movies, Comedies","En la escuela secundaria Hills Village, el dibujante en ciernes Rafe y su mejor amigo Leo desafían a su tenso director rompiendo todas las reglas de su manual."
s7454,TV Show,Midnight Misadventures With Mallika Dua,,Mallika Dua,India,"April 1, 2019",2018,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","En este programa de entrevistas, la comediante Mallika Dua hace reír mucho como Shalishka y prepara una comida con sus amigos famosos que hablan sobre sus dietas y sus vidas."
s7455,Movie,Midnight Special,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks","United States, Greece","September 7, 2020",2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy","Cuando su hijo exhibe poderes sobrenaturales, un padre se lleva al joven a la fuga para protegerlo de las autoridades gubernamentales y los fanáticos religiosos."
s7456,TV Show,Mighty Morphin Alien Rangers,,"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan",,"January 1, 2016",1996,TV-Y7,1 Season,Kids' TV,"Los visitantes llegan desde el espacio para ayudar al Red Ranger y su escuadrón, despojados temporalmente de sus poderes, a luchar contra Lord Zedd y Rita Repulsa."
